Año|Mes|CCAA|Producto||Volumen (miles de kg)|Valor (miles de €)|Precio medio kg|Penetración (%)|Consumo per capita||
2018 | Julio|Asturias|ALCACHOFAS|4,59|27,09|5,9|2,52|0|0,02||
2018 | Julio|Asturias|CHAMPIÑOSNES+SETAS|34,55|102,91|2,98|12,24|0,03|0,09||
2018 | Julio|Asturias|MAIZ DULCE|17,87|64,86|3,63|7,28|0,02|0,06||
2018 | Julio|Asturias|MENESTRA|37,18|74,51|2|10,78|0,03|0,07||
2018 | Julio|Asturias|TOMATES|362,70|575,86|1,59|60,59|0,33|0,53||
2018 | Julio|Asturias|TOMATE FRITO|300,67|506,26|1,68|54,81|0,28|0,47||
2018 | Julio|Asturias|TOMATE NATURAL|62,03|69,60|1,12|13,65|0,06|0,06||
2018 | Julio|Asturias|TOMATE N.ENTERO|18,95|21,60|1,14|2,68|0,02|0,02||
2018 | Julio|Asturias|TOMATE N.TRITUR.|43,09|47,99|1,11|11,05|0,04|0,04||
2018 | Julio|Asturias|OTRA VERD/HORT.CON|42,67|106,71|2,5|15,2|0,04|0,1||
2018 | Julio|Asturias|FRUTA EN CONSERVA|108,77|373,38|3,43|27,93|0,1|0,34||
2018 | Julio|Asturias|MERMELADAS,CONFIT.|45,39|176,68|3,89|16,85|0,04|0,16||
2018 | Julio|Asturias|FRUTA CONS/ALMIBAR|47,69|144,91|3,04|8,37|0,04|0,13||
2018 | Julio|Asturias|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Asturias|RESTO FRUTA CONSER|15,68|51,79|3,3|5,91|0,01|0,05||
2018 | Julio|Asturias|VERD./HORT.CONGELAD|262,88|528,57|2,01|29,8|0,24|0,49||
2018 | Julio|Asturias|ESPINACAS|12,45|17,00|1,36|3,58|0,01|0,02||
2018 | Julio|Asturias|GUISANTES|20,96|49,94|2,38|7,12|0,02|0,05||
2018 | Julio|Asturias|JUDIA VERDE|35,79|59,37|1,66|6,77|0,03|0,05||
2018 | Julio|Asturias|COLIFLOR|6,75|12,43|1,84|1,21|0,01|0,01||
2018 | Julio|Asturias|PIMIENTOS|2,57|5,37|2,09|1,3|0|0||
2018 | Julio|Asturias|BROCOLI|46,97|77,81|1,66|6,08|0,04|0,07||
2018 | Julio|Asturias|MENESTRA|74,58|157,58|2,11|4,72|0,07|0,15||
2018 | Julio|Asturias|OTR.VERD/HOR.CONG.|62,82|149,08|2,37|13,28|0,06|0,14||
2018 | Julio|Asturias|FRUTAS CONGELADAS|2,28|10,67|4,68|0,73|0|0,01||
2018 | Julio|Baleares|GUISANTES|8,29|25,81|3,11|3,89|0,01|0,03||
2018 | Julio|Baleares|JUDIAS VERDES|6,25|11,60|1,85|2,41|0,01|0,01||
2018 | Julio|Baleares|PIMIENTOS|25,61|118,56|4,63|11,69|0,02|0,12||
2018 | Julio|Baleares|ESPARRAGOS|27,56|166,28|6,03|10,72|0,03|0,16||
2018 | Julio|Baleares|ALCACHOFAS|10,97|48,57|4,43|5,02|0,01|0,05||
2018 | Julio|Baleares|CHAMPIÑOSNES+SETAS|12,62|34,31|2,72|6,26|0,01|0,03||
2018 | Julio|Baleares|MAIZ DULCE|31,54|103,94|3,3|14,24|0,03|0,1||
2018 | Julio|Baleares|MENESTRA|8,69|13,11|1,51|2,03|0,01|0,01||
2018 | Julio|Baleares|TOMATES|344,08|453,99|1,32|52,22|0,33|0,44||
2018 | Julio|Baleares|TOMATE FRITO|180,96|262,58|1,45|33,08|0,18|0,25||
2018 | Julio|Baleares|TOMATE NATURAL|163,13|191,41|1,17|28,2|0,16|0,19||
2018 | Julio|Baleares|TOMATE N.ENTERO|21,22|31,86|1,5|4,37|0,02|0,03||
2018 | Julio|Baleares|TOMATE N.TRITUR.|141,91|159,55|1,12|24,74|0,14|0,15||
2018 | Julio|Baleares|OTRA VERD/HORT.CON|20,60|61,39|2,98|8,93|0,02|0,06||
2018 | Julio|Baleares|FRUTA EN CONSERVA|124,43|364,85|2,93|24,81|0,12|0,35||
2018 | Julio|Baleares|MERMELADAS,CONFIT.|36,02|146,74|4,07|14,81|0,03|0,14||
2018 | Julio|Baleares|FRUTA CONS/ALMIBAR|86,11|206,38|2,4|11,14|0,08|0,2||
2018 | Julio|Baleares|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Baleares|RESTO FRUTA CONSER|2,30|11,73|5,11|1,5|0|0,01||
2018 | Julio|Baleares|VERD./HORT.CONGELAD|172,47|324,78|1,88|29,19|0,17|0,32||
2018 | Julio|Baleares|ESPINACAS|9,34|12,39|1,33|2,73|0,01|0,01||
2018 | Julio|Baleares|GUISANTES|21,36|39,46|1,85|7,28|0,02|0,04||
2018 | Julio|Baleares|JUDIA VERDE|43,12|44,60|1,03|10,29|0,04|0,04||
2018 | Julio|Baleares|COLIFLOR|1,35|1,74|1,29|0,31|0|0||
2018 | Julio|Baleares|PIMIENTOS|1,99|4,15|2,09|0,66|0|0||
2018 | Julio|Baleares|BROCOLI|2,75|4,10|1,49|0,64|0|0||
2018 | Julio|Baleares|MENESTRA|10,16|16,71|1,64|2,51|0,01|0,02||
2018 | Julio|Baleares|OTR.VERD/HOR.CONG.|82,41|201,62|2,45|20,62|0,08|0,2||
2018 | Julio|Baleares|FRUTAS CONGELADAS|25,64|111,34|4,34|3,63|0,02|0,11||
2018 | Julio|Canarias|GUISANTES|40,61|85,42|2,1|8,78|0,02|0,04||
2018 | Julio|Canarias|JUDIAS VERDES|28,25|51,87|1,84|5,41|0,01|0,02||
2018 | Julio|Canarias|PIMIENTOS|40,13|170,14|4,24|14,22|0,02|0,08||
2018 | Julio|Canarias|ESPARRAGOS|69,05|397,36|5,75|17,31|0,03|0,18||
2018 | Julio|Canarias|ALCACHOFAS|11,78|59,51|5,05|2,99|0,01|0,03||
2018 | Julio|Canarias|CHAMPIÑOSNES+SETAS|70,72|194,80|2,75|12,66|0,03|0,09||
2018 | Julio|Canarias|MAIZ DULCE|146,60|458,15|3,13|28,05|0,07|0,21||
2018 | Julio|Canarias|MENESTRA|30,13|51,28|1,7|3,97|0,01|0,02||
2018 | Julio|Canarias|TOMATES|541,75|777,24|1,43|49,08|0,25|0,36||
2018 | Julio|Canarias|TOMATE FRITO|400,30|610,82|1,53|42,88|0,18|0,28||
2018 | Julio|Canarias|TOMATE NATURAL|141,44|166,42|1,18|15,64|0,06|0,08||
2018 | Julio|Canarias|TOMATE N.ENTERO|9,90|17,40|1,76|1,32|0|0,01||
2018 | Julio|Canarias|TOMATE N.TRITUR.|131,55|149,02|1,13|14,32|0,06|0,07||
2018 | Julio|Canarias|OTRA VERD/HORT.CON|95,61|232,56|2,43|12,91|0,04|0,11||
2018 | Julio|Canarias|FRUTA EN CONSERVA|438,41|1.266,67|2,89|48,17|0,2|0,58||
2018 | Julio|Canarias|MERMELADAS,CONFIT.|121,17|411,44|3,4|29,44|0,06|0,19||
2018 | Julio|Canarias|FRUTA CONS/ALMIBAR|299,71|745,84|2,49|26,87|0,14|0,34||
2018 | Julio|Canarias|FRUTA ESCARCHADA|4,22|62,76|14,89|2,13|0|0,03||
2018 | Julio|Canarias|RESTO FRUTA CONSER|13,32|46,63|3,5|5,54|0,01|0,02||
2018 | Julio|Canarias|VERD./HORT.CONGELAD|503,43|892,59|1,77|34,39|0,23|0,41||
2018 | Julio|Canarias|ESPINACAS|35,39|43,21|1,22|4,25|0,02|0,02||
2018 | Julio|Canarias|GUISANTES|88,34|123,23|1,4|10,5|0,04|0,06||
2018 | Julio|Canarias|JUDIA VERDE|72,56|114,26|1,57|7,68|0,03|0,05||
2018 | Julio|Canarias|COLIFLOR|18,66|40,24|2,16|3,04|0,01|0,02||
2018 | Julio|Canarias|PIMIENTOS|20,76|45,67|2,2|3,09|0,01|0,02||
2018 | Julio|Canarias|BROCOLI|14,70|25,38|1,73|2,03|0,01|0,01||
2018 | Julio|Canarias|MENESTRA|126,78|202,62|1,6|4,47|0,06|0,09||
2018 | Julio|Canarias|OTR.VERD/HOR.CONG.|126,23|297,98|2,36|20,04|0,06|0,14||
2018 | Julio|Canarias|FRUTAS CONGELADAS|17,86|95,67|5,36|3,43|0,01|0,04||
2018 | Julio|Cantabria|GUISANTES|16,92|34,90|2,06|8,21|0,03|0,06||
2018 | Julio|Cantabria|JUDIAS VERDES|14,97|20,80|1,39|6,15|0,03|0,04||
2018 | Julio|Cantabria|PIMIENTOS|25,35|108,63|4,29|21,95|0,05|0,2||
2018 | Julio|Cantabria|ESPARRAGOS|55,50|323,38|5,83|29,9|0,1|0,58||
2018 | Julio|Cantabria|ALCACHOFAS|9,90|41,40|4,18|4,6|0,02|0,07||
2018 | Julio|Cantabria|CHAMPIÑOSNES+SETAS|23,00|73,64|3,2|11,82|0,04|0,13||
2018 | Julio|Cantabria|MAIZ DULCE|23,77|83,29|3,5|12,9|0,04|0,15||
2018 | Julio|Cantabria|MENESTRA|16,64|25,86|1,55|5,2|0,03|0,05||
2018 | Julio|Cantabria|TOMATES|276,07|413,68|1,5|56,73|0,5|0,74||
2018 | Julio|Cantabria|TOMATE FRITO|232,54|366,94|1,58|56,52|0,42|0,66||
2018 | Julio|Cantabria|TOMATE NATURAL|43,54|46,74|1,07|11,2|0,08|0,08||
2018 | Julio|Cantabria|TOMATE N.ENTERO|7,38|8,62|1,17|5,68|0,01|0,02||
2018 | Julio|Cantabria|TOMATE N.TRITUR.|36,16|38,12|1,05|8,45|0,06|0,07||
2018 | Julio|Cantabria|OTRA VERD/HORT.CON|9,48|24,60|2,59|5,83|0,02|0,04||
2018 | Julio|Cantabria|FRUTA EN CONSERVA|90,79|310,12|3,42|39,44|0,16|0,56||
2018 | Julio|Cantabria|MERMELADAS,CONFIT.|53,77|207,19|3,85|31,14|0,1|0,37||
2018 | Julio|Cantabria|FRUTA CONS/ALMIBAR|25,63|68,92|2,69|10,51|0,05|0,12||
2018 | Julio|Cantabria|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Cantabria|RESTO FRUTA CONSER|11,38|34,01|2,99|6,25|0,02|0,06||
2018 | Julio|Cantabria|VERD./HORT.CONGELAD|138,53|333,46|2,41|34,85|0,25|0,6||
2018 | Julio|Cantabria|ESPINACAS|2,65|4,31|1,62|0,62|0|0,01||
2018 | Julio|Cantabria|GUISANTES|3,03|3,42|1,13|1,06|0,01|0,01||
2018 | Julio|Cantabria|JUDIA VERDE|10,77|16,64|1,54|6,63|0,02|0,03||
2018 | Julio|Cantabria|COLIFLOR|36,45|72,82|2|6,13|0,07|0,13||
2018 | Julio|Cantabria|PIMIENTOS|4,84|10,11|2,09|4,24|0,01|0,02||
2018 | Julio|Cantabria|BROCOLI|31,81|121,29|3,81|3,77|0,06|0,22||
2018 | Julio|Cantabria|MENESTRA|11,50|24,42|2,12|3,77|0,02|0,04||
2018 | Julio|Cantabria|OTR.VERD/HOR.CONG.|37,48|80,45|2,15|25,44|0,07|0,14||
2018 | Julio|Cantabria|FRUTAS CONGELADAS|2,65|13,32|5,03|1,07|0|0,02||
2018 | Julio|Castilla La Mancha|GUISANTES|59,25|130,16|2,2|8,46|0,03|0,06||
2018 | Julio|Castilla La Mancha|JUDIAS VERDES|114,54|159,26|1,39|11,83|0,05|0,08||
2018 | Julio|Castilla La Mancha|PIMIENTOS|46,98|184,64|3,93|15,38|0,02|0,09||
2018 | Julio|Castilla La Mancha|ESPARRAGOS|61,97|310,37|5,01|12,65|0,03|0,15||
2018 | Julio|Castilla La Mancha|ALCACHOFAS|61,17|265,92|4,35|11,7|0,03|0,13||
2018 | Julio|Castilla La Mancha|CHAMPIÑOSNES+SETAS|33,75|96,75|2,87|8,41|0,02|0,05||
2018 | Julio|Castilla La Mancha|MAIZ DULCE|63,35|199,73|3,15|14,89|0,03|0,1||
2018 | Julio|Castilla La Mancha|MENESTRA|41,74|63,94|1,53|4,55|0,02|0,03||
2018 | Julio|Castilla La Mancha|TOMATES|1.115,13|1.518,31|1,36|64,38|0,53|0,72||
2018 | Julio|Castilla La Mancha|TOMATE FRITO|745,21|1.128,09|1,51|53,35|0,36|0,54||
2018 | Julio|Castilla La Mancha|TOMATE NATURAL|369,93|390,22|1,05|28,6|0,18|0,19||
2018 | Julio|Castilla La Mancha|TOMATE N.ENTERO|65,26|84,93|1,3|5,94|0,03|0,04||
2018 | Julio|Castilla La Mancha|TOMATE N.TRITUR.|304,67|305,30|1|26,18|0,15|0,15||
2018 | Julio|Castilla La Mancha|OTRA VERD/HORT.CON|81,92|197,13|2,41|15,04|0,04|0,09||
2018 | Julio|Castilla La Mancha|FRUTA EN CONSERVA|211,18|571,43|2,71|29,48|0,1|0,27||
2018 | Julio|Castilla La Mancha|MERMELADAS,CONFIT.|70,83|257,42|3,63|17,93|0,03|0,12||
2018 | Julio|Castilla La Mancha|FRUTA CONS/ALMIBAR|133,80|294,25|2,2|11,71|0,06|0,14||
2018 | Julio|Castilla La Mancha|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Castilla La Mancha|RESTO FRUTA CONSER|6,55|19,77|3,02|1,74|0|0,01||
2018 | Julio|Castilla La Mancha|VERD./HORT.CONGELAD|466,44|796,16|1,71|41,88|0,22|0,38||
2018 | Julio|Castilla La Mancha|ESPINACAS|43,93|67,80|1,54|6,83|0,02|0,03||
2018 | Julio|Castilla La Mancha|GUISANTES|59,86|92,41|1,54|8,01|0,03|0,04||
2018 | Julio|Castilla La Mancha|JUDIA VERDE|97,19|115,43|1,19|12,53|0,05|0,06||
2018 | Julio|Castilla La Mancha|COLIFLOR|3,27|4,43|1,35|0,47|0|0||
2018 | Julio|Castilla La Mancha|PIMIENTOS|9,46|19,77|2,09|2,79|0|0,01||
2018 | Julio|Castilla La Mancha|BROCOLI|5,14|36,36|7,07|1,06|0|0,02||
2018 | Julio|Castilla La Mancha|MENESTRA|57,94|96,15|1,66|7,52|0,03|0,05||
2018 | Julio|Castilla La Mancha|OTR.VERD/HOR.CONG.|189,63|363,81|1,92|27,2|0,09|0,17||
2018 | Julio|Castilla La Mancha|FRUTAS CONGELADAS|8,37|35,96|4,3|0,34|0|0,02||
2018 | Julio|Castilla León|GUISANTES|82,79|176,78|2,14|11,85|0,03|0,07||
2018 | Julio|Castilla León|JUDIAS VERDES|73,02|98,43|1,35|6,72|0,03|0,04||
2018 | Julio|Castilla León|PIMIENTOS|92,96|371,22|3,99|15,81|0,04|0,15||
2018 | Julio|Castilla León|ESPARRAGOS|186,91|1.032,65|5,52|25,13|0,08|0,42||
2018 | Julio|Castilla León|ALCACHOFAS|39,85|195,56|4,91|5,37|0,02|0,08||
2018 | Julio|Castilla León|CHAMPIÑOSNES+SETAS|94,57|257,59|2,72|11,58|0,04|0,11||
2018 | Julio|Castilla León|MAIZ DULCE|83,18|265,99|3,2|14,71|0,03|0,11||
2018 | Julio|Castilla León|MENESTRA|62,13|107,84|1,74|5,5|0,03|0,04||
2018 | Julio|Castilla León|TOMATES|858,54|1.115,66|1,3|48,41|0,35|0,46||
2018 | Julio|Castilla León|TOMATE FRITO|696,51|930,06|1,34|42,45|0,28|0,38||
2018 | Julio|Castilla León|TOMATE NATURAL|162,03|185,60|1,15|11,96|0,07|0,08||
2018 | Julio|Castilla León|TOMATE N.ENTERO|11,74|17,76|1,51|1,39|0|0,01||
2018 | Julio|Castilla León|TOMATE N.TRITUR.|150,29|167,84|1,12|11,14|0,06|0,07||
2018 | Julio|Castilla León|OTRA VERD/HORT.CON|109,70|307,57|2,8|11,02|0,04|0,13||
2018 | Julio|Castilla León|FRUTA EN CONSERVA|296,70|922,21|3,11|32,79|0,12|0,38||
2018 | Julio|Castilla León|MERMELADAS,CONFIT.|143,45|507,32|3,54|22,69|0,06|0,21||
2018 | Julio|Castilla León|FRUTA CONS/ALMIBAR|133,40|322,49|2,42|13,21|0,05|0,13||
2018 | Julio|Castilla León|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Castilla León|RESTO FRUTA CONSER|19,84|92,40|4,66|3,45|0,01|0,04||
2018 | Julio|Castilla León|VERD./HORT.CONGELAD|487,78|838,37|1,72|30,44|0,2|0,34||
2018 | Julio|Castilla León|ESPINACAS|19,60|38,70|1,97|2,12|0,01|0,02||
2018 | Julio|Castilla León|GUISANTES|85,77|138,76|1,62|8,6|0,04|0,06||
2018 | Julio|Castilla León|JUDIA VERDE|150,23|194,24|1,29|12,75|0,06|0,08||
2018 | Julio|Castilla León|COLIFLOR|17,40|22,35|1,28|1,35|0,01|0,01||
2018 | Julio|Castilla León|PIMIENTOS|6,27|15,23|2,43|1,41|0|0,01||
2018 | Julio|Castilla León|BROCOLI|12,16|24,31|2|1,71|0|0,01||
2018 | Julio|Castilla León|MENESTRA|41,32|68,33|1,65|4,67|0,02|0,03||
2018 | Julio|Castilla León|OTR.VERD/HOR.CONG.|155,04|336,45|2,17|11,52|0,06|0,14||
2018 | Julio|Castilla León|FRUTAS CONGELADAS|3,66|16,14|4,41|0,7|0|0,01||
2018 | Julio|Cataluña|GUISANTES|83,80|223,62|2,67|4,52|0,01|0,03||
2018 | Julio|Cataluña|JUDIAS VERDES|48,73|77,16|1,58|1,73|0,01|0,01||
2018 | Julio|Cataluña|PIMIENTOS|169,60|697,47|4,11|14,42|0,02|0,1||
2018 | Julio|Cataluña|ESPARRAGOS|283,35|1.553,13|5,48|18,12|0,04|0,22||
2018 | Julio|Cataluña|ALCACHOFAS|121,55|594,36|4,89|5,59|0,02|0,09||
2018 | Julio|Cataluña|CHAMPIÑOSNES+SETAS|177,84|593,36|3,34|8,51|0,03|0,09||
2018 | Julio|Cataluña|MAIZ DULCE|277,65|909,43|3,28|16,05|0,04|0,13||
2018 | Julio|Cataluña|MENESTRA|55,98|93,84|1,68|1,68|0,01|0,01||
2018 | Julio|Cataluña|TOMATES|2.740,18|4.011,33|1,46|54,81|0,4|0,58||
2018 | Julio|Cataluña|TOMATE FRITO|1.724,78|2.830,92|1,64|40,51|0,25|0,41||
2018 | Julio|Cataluña|TOMATE NATURAL|1.015,40|1.180,41|1,16|24,79|0,15|0,17||
2018 | Julio|Cataluña|TOMATE N.ENTERO|112,65|147,52|1,31|3,5|0,02|0,02||
2018 | Julio|Cataluña|TOMATE N.TRITUR.|902,75|1.032,89|1,14|22,93|0,13|0,15||
2018 | Julio|Cataluña|OTRA VERD/HORT.CON|245,70|652,03|2,65|12,85|0,04|0,09||
2018 | Julio|Cataluña|FRUTA EN CONSERVA|816,71|2.646,37|3,24|29,6|0,12|0,38||
2018 | Julio|Cataluña|MERMELADAS,CONFIT.|337,05|1.246,39|3,7|17,3|0,05|0,18||
2018 | Julio|Cataluña|FRUTA CONS/ALMIBAR|418,96|1.087,14|2,59|13,24|0,06|0,16||
2018 | Julio|Cataluña|FRUTA ESCARCHADA|7,46|88,61|11,88|0,36|0|0,01||
2018 | Julio|Cataluña|RESTO FRUTA CONSER|53,24|224,23|4,21|3,92|0,01|0,03||
2018 | Julio|Cataluña|VERD./HORT.CONGELAD|2.358,23|4.616,03|1,96|44,6|0,34|0,67||
2018 | Julio|Cataluña|ESPINACAS|152,36|277,10|1,82|5,24|0,02|0,04||
2018 | Julio|Cataluña|GUISANTES|339,60|619,04|1,82|13,55|0,05|0,09||
2018 | Julio|Cataluña|JUDIA VERDE|352,12|543,11|1,54|11,14|0,05|0,08||
2018 | Julio|Cataluña|COLIFLOR|33,26|46,06|1,39|1,11|0|0,01||
2018 | Julio|Cataluña|PIMIENTOS|39,00|98,84|2,53|2,72|0,01|0,01||
2018 | Julio|Cataluña|BROCOLI|95,31|144,01|1,51|1,81|0,01|0,02||
2018 | Julio|Cataluña|MENESTRA|153,95|292,16|1,9|4,53|0,02|0,04||
2018 | Julio|Cataluña|OTR.VERD/HOR.CONG.|1.192,64|2.595,70|2,18|32,41|0,17|0,38||
2018 | Julio|Cataluña|FRUTAS CONGELADAS|23,51|106,05|4,51|1,09|0|0,02||
2018 | Julio|Extremadura|GUISANTES|17,78|47,52|2,67|6,56|0,02|0,04||
2018 | Julio|Extremadura|JUDIAS VERDES|50,84|66,87|1,32|11,1|0,04|0,06||
2018 | Julio|Extremadura|PIMIENTOS|41,66|181,35|4,35|15,96|0,04|0,15||
2018 | Julio|Extremadura|ESPARRAGOS|41,62|242,08|5,82|18,06|0,04|0,21||
2018 | Julio|Extremadura|ALCACHOFAS|18,62|68,33|3,67|6,53|0,02|0,06||
2018 | Julio|Extremadura|CHAMPIÑOSNES+SETAS|70,35|168,95|2,4|15,87|0,06|0,14||
2018 | Julio|Extremadura|MAIZ DULCE|35,47|111,80|3,15|13,9|0,03|0,09||
2018 | Julio|Extremadura|MENESTRA|14,35|27,54|1,92|4,36|0,01|0,02||
2018 | Julio|Extremadura|TOMATES|534,80|644,08|1,2|59,39|0,45|0,55||
2018 | Julio|Extremadura|TOMATE FRITO|424,98|525,98|1,24|54,57|0,36|0,45||
2018 | Julio|Extremadura|TOMATE NATURAL|109,83|118,10|1,08|15,91|0,09|0,1||
2018 | Julio|Extremadura|TOMATE N.ENTERO|32,78|32,73|1|3,84|0,03|0,03||
2018 | Julio|Extremadura|TOMATE N.TRITUR.|77,04|85,37|1,11|12,78|0,07|0,07||
2018 | Julio|Extremadura|OTRA VERD/HORT.CON|51,66|88,51|1,71|15,43|0,04|0,08||
2018 | Julio|Extremadura|FRUTA EN CONSERVA|130,73|321,76|2,46|30,18|0,11|0,27||
2018 | Julio|Extremadura|MERMELADAS,CONFIT.|41,36|142,01|3,43|21,34|0,04|0,12||
2018 | Julio|Extremadura|FRUTA CONS/ALMIBAR|87,14|174,31|2|11,26|0,07|0,15||
2018 | Julio|Extremadura|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|Extremadura|RESTO FRUTA CONSER|2,23|5,43|2,44|1,09|0|0||
2018 | Julio|Extremadura|VERD./HORT.CONGELAD|200,78|325,17|1,62|31,37|0,17|0,28||
2018 | Julio|Extremadura|ESPINACAS|44,77|75,31|1,68|10,49|0,04|0,06||
2018 | Julio|Extremadura|GUISANTES|22,43|41,62|1,86|5,88|0,02|0,04||
2018 | Julio|Extremadura|JUDIA VERDE|44,41|50,75|1,14|10,03|0,04|0,04||
2018 | Julio|Extremadura|COLIFLOR|17,88|23,06|1,29|2,06|0,02|0,02||
2018 | Julio|Extremadura|PIMIENTOS|0,53|1,10|2,09|0,21|0|0||
2018 | Julio|Extremadura|BROCOLI|17,10|24,66|1,44|5,14|0,01|0,02||
2018 | Julio|Extremadura|MENESTRA|5,34|12,09|2,27|1,07|0|0,01||
2018 | Julio|Extremadura|OTR.VERD/HOR.CONG.|48,33|96,58|2|11,84|0,04|0,08||
2018 | Julio|Extremadura|FRUTAS CONGELADAS|0,92|4,68|5,1|0,28|0|0||
2018 | Julio|Galicia|GUISANTES|43,36|116,84|2,69|4,94|0,02|0,04||
2018 | Julio|Galicia|JUDIAS VERDES|15,71|21,40|1,36|0,61|0,01|0,01||
2018 | Julio|Galicia|PIMIENTOS|75,85|311,29|4,1|16,27|0,03|0,11||
2018 | Julio|Galicia|ESPARRAGOS|119,97|732,44|6,11|19,43|0,04|0,26||
2018 | Julio|Galicia|ALCACHOFAS|14,11|56,93|4,04|1,84|0,01|0,02||
2018 | Julio|Galicia|CHAMPIÑOSNES+SETAS|130,23|346,29|2,66|16,88|0,05|0,13||
2018 | Julio|Galicia|MAIZ DULCE|89,38|301,19|3,37|12,06|0,03|0,11||
2018 | Julio|Galicia|MENESTRA|25,60|45,82|1,79|2,06|0,01|0,02||
2018 | Julio|Galicia|TOMATES|936,61|1.304,40|1,39|45,44|0,34|0,47||
2018 | Julio|Galicia|TOMATE FRITO|730,76|1.018,35|1,39|40,13|0,26|0,37||
2018 | Julio|Galicia|TOMATE NATURAL|205,85|286,05|1,39|14,18|0,07|0,1||
2018 | Julio|Galicia|TOMATE N.ENTERO|21,80|33,77|1,55|1,84|0,01|0,01||
2018 | Julio|Galicia|TOMATE N.TRITUR.|184,05|252,28|1,37|13,37|0,07|0,09||
2018 | Julio|Galicia|OTRA VERD/HORT.CON|144,39|377,69|2,62|12,19|0,05|0,14||
2018 | Julio|Galicia|FRUTA EN CONSERVA|618,20|1.980,89|3,2|46,79|0,22|0,72||
2018 | Julio|Galicia|MERMELADAS,CONFIT.|230,98|888,52|3,85|29,04|0,08|0,32||
2018 | Julio|Galicia|FRUTA CONS/ALMIBAR|279,87|634,30|2,27|18,8|0,1|0,23||
2018 | Julio|Galicia|FRUTA ESCARCHADA|1,30|3,65|2,81|0,37|0|0||
2018 | Julio|Galicia|RESTO FRUTA CONSER|106,05|454,43|4,28|12,59|0,04|0,16||
2018 | Julio|Galicia|VERD./HORT.CONGELAD|717,99|1.245,76|1,74|39|0,26|0,45||
2018 | Julio|Galicia|ESPINACAS|23,67|43,39|1,83|2,82|0,01|0,02||
2018 | Julio|Galicia|GUISANTES|171,65|293,93|1,71|20,77|0,06|0,11||
2018 | Julio|Galicia|JUDIA VERDE|111,87|232,81|2,08|5,47|0,04|0,08||
2018 | Julio|Galicia|COLIFLOR|11,84|19,58|1,65|1,29|0|0,01||
2018 | Julio|Galicia|PIMIENTOS|4,19|8,76|2,09|0,41|0|0||
2018 | Julio|Galicia|BROCOLI|7,42|13,19|1,78|0,51|0|0||
2018 | Julio|Galicia|MENESTRA|43,92|77,92|1,77|2,44|0,02|0,03||
2018 | Julio|Galicia|OTR.VERD/HOR.CONG.|343,43|556,17|1,62|20,38|0,12|0,2||
2018 | Julio|Galicia|FRUTAS CONGELADAS|2,95|14,04|4,76|0,9|0|0,01||
2018 | Julio|La Rioja|GUISANTES|0,49|1,92|3,91|0,88|0|0,01||
2018 | Julio|La Rioja|JUDIAS VERDES|5,39|6,81|1,26|1,45|0,02|0,02||
2018 | Julio|La Rioja|PIMIENTOS|15,47|55,58|3,59|29,58|0,05|0,18||
2018 | Julio|La Rioja|ESPARRAGOS|52,01|183,14|3,52|29,35|0,16|0,58||
2018 | Julio|La Rioja|ALCACHOFAS|20,77|121,24|5,84|13,12|0,07|0,38||
2018 | Julio|La Rioja|CHAMPIÑOSNES+SETAS|2,93|9,78|3,34|5,08|0,01|0,03||
2018 | Julio|La Rioja|MAIZ DULCE|6,79|19,58|2,88|9,42|0,02|0,06||
2018 | Julio|La Rioja|MENESTRA|8,21|22,55|2,75|4,14|0,03|0,07||
2018 | Julio|La Rioja|TOMATES|66,13|91,03|1,38|41,52|0,21|0,29||
2018 | Julio|La Rioja|TOMATE FRITO|58,88|82,38|1,4|37,46|0,19|0,26||
2018 | Julio|La Rioja|TOMATE NATURAL|7,25|8,64|1,19|12,18|0,02|0,03||
2018 | Julio|La Rioja|TOMATE N.ENTERO|0,94|1,15|1,22|2,38|0|0||
2018 | Julio|La Rioja|TOMATE N.TRITUR.|6,31|7,49|1,19|9,71|0,02|0,02||
2018 | Julio|La Rioja|OTRA VERD/HORT.CON|89,70|306,68|3,42|18,61|0,28|0,97||
2018 | Julio|La Rioja|FRUTA EN CONSERVA|26,69|70,76|2,65|15,96|0,08|0,22||
2018 | Julio|La Rioja|MERMELADAS,CONFIT.|10,24|32,69|3,19|12,92|0,03|0,1||
2018 | Julio|La Rioja|FRUTA CONS/ALMIBAR|16,45|38,07|2,31|3,52|0,05|0,12||
2018 | Julio|La Rioja|FRUTA ESCARCHADA|0,00|0,00|0|0|0|0||
2018 | Julio|La Rioja|RESTO FRUTA CONSER|0,00|0,00|0|0|0|0||
2018 | Julio|La Rioja|VERD./HORT.CONGELAD|29,61|67,93|2,29|15,48|0,09|0,21||
2018 | Julio|La Rioja|ESPINACAS|0,00|0,00|0|0|0|0||
2018 | Julio|La Rioja|GUISANTES|9,09|17,43|1,92|9,05|0,03|0,06||
